COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
work and well-being,driver fatigue: the importance of identifying causal factors of fatigue when considering detection and countermeasure technologies,article,sustainable construction project management critical success factors csfs driver fatigue the importance of identifying causal factors of fatigue when considering detection and countermeasure technologies
work and well-being,acta psychologica,journal,psychology periodicals psychology periodicals periodika acta psychologica
work and well-being,the effects of display size on performance,article,information display systems electrical computer engineering information display systems congresses the effects of display size on performance
business of freelancing,the digital business start-up workbook: the ultimate step-by-step guide to succeeding online from start-up to exit,book,electronic commerce new business enterprises business planning the digital business start up workbook the ultimate step by step guide to succeeding online from start up to exit
advanced web communication project,brief,journal,law australia periodicals law society of western australia periodicals australia brief
advanced web communication project,singapores social media abuzz ahead of election,article,computers and office automation industries business singapores social media abuzz ahead of election
introduction to the old testament,"myths from mesopotamia: creation, the flood, gilgamesh, and others",book,mythology assyro babylonian mythos mesopotamien myths from mesopotamia creation the flood gilgamesh and others
"sustainability, ecology and communities",the anthropocene: from global change to planetary stewardship,article,internationality anthropocence twenty first century humans the anthropocene from global change to planetary stewardship
"sustainability, ecology and communities",a safe operating space for humanity,article,fossil fuel biodiversity transgression a safe operating space for humanity
evidence based nursing practice,identifying the best research design to fit the question. part 1: quantitative designs,article,service design service theory checked by library identifying the best research design to fit the question part 1 quantitative designs
evidence based nursing practice,a nurses guide to qualitative research,article,nursing education a nurses guide to qualitative research
evidence based nursing practice,effect of a clinical pathway on the hospitalisation rates of children with asthma: a prospective study,article,effect of a clinical pathway on the hospitalisation rates of children with asthma a prospective study
evidence based nursing practice,cmaj: canadian medical association journal,journal,canada medicine periodicals me decine canada pe riodiques cmaj canadian medical association journal
evidence based nursing practice,pneumonia care and the nursing home: a qualitative descriptive study of resident and family member perspectives,article,delirium ethics frail elderly pneumonia care and the nursing home a qualitative descriptive study of resident and family member perspectives
thinking mathematically,learning mathematics for a new century,book,science mathematics me thode d enseignement study teaching learning mathematics for a new century
thinking mathematically,australian mathematics teacher,journal,australian mathematics teacher
web strategy,journal of communication management,journal,communication in management periodicals communication in management communication in marketing journal of communication management
business finance,fundamentals of corporate finance,book,corporations finance corporations australia finance corporations finance problems exercises etc fundamentals of corporate finance
software development frameworks,c# 5.0: programmers reference,book,c computer program language computer graphics computer program language c 5 0 programmers reference
sustainable urban communities,built environment,journal,city planning periodicals architecture periodicals architecture designs and plans built environment
comparative governance and public administration,sovereign wealth funds: threat or salvation?,book,investments foreign business economics investments securities general sovereign wealth funds sovereign wealth funds threat or salvation
comparative governance and public administration,"unraveling the central state, but how? types of multi-level governance",article,computers and office automation industries business unraveling the central state but how types of multi level governance
teaching english years 7-10,"teachers and productive pedagogies: contextualising, conceptualising, utilising",article,330103 sociology of education teachers learning organisations teachers and productive pedagogies contextualising conceptualising utilising
teaching english years 7-10,investigating debates around racism in sport to facilitate perspective transformation in the secondary english classroom,article,investigating debates around racism in sport to facilitate perspective transformation in the secondary english classroom
business analytics,delivering business analytics: practical guidelines for best practice,book,strategic planning business planning decision making delivering business analytics practical guidelines for best practice
business analytics,business intelligence and analytics: systems for decision support,book,expert systems computer science management data processing business intelligence business intelligence and analytics systems for decision support
applied research skills in ict,a guide to the project management body of knowledge (pmbok guide),book,project management project management standards gestion des connaissances a guide to the project management body of knowledge pmbok guide
sports law,sports law,book,sports law and legislation australia sports law and legislation australia sports law
sports law,victorian reports,journal,law reports digests etc victoria databases law victoria databases australian victorian reports
sports law,australian and new zealand sports law journal,journal,sports law and legislation australia periodicals sports law and legislation new zealand periodicals new zealand australian and new zealand sports law journal
criminal law and procedure,university of western australia law review,journal,law australia periodicals law reviews australia law university of western australia law review
reading reconciliation,beyond white guilt: the real challenge for black-white relations in australia,article,maddison sarah books book reviews history beyond white guilt the real challenge for black white relations in australia
"spies, saboteurs and secret agents",world politics,journal,international relations periodicals international relations world politics world politics
"spies, saboteurs and secret agents",review of international studies,journal,international relations international law periodicals international law review of international studies
transformations in the global order,"brexit, voice and loyalty: rethinking electoral politics in an age of interdependence",article,brexit voice and loyalty rethinking electoral politics in an age of interdependence
transformations in the global order,the crises of democratic capitalism,article,crises capitalism olympic games 21st 2010 vancouver canada the crises of democratic capitalism
transformations in the global order,expulsions: brutality and complexity in the global economy,book,economic development moral and ethical aspects economics sociological aspects capitalism social aspects expulsions brutality and complexity in the global economy
microeconomics a,microeconomics,book,microeconomics microeconomics textbooks microeconomics study and teaching secondary microeconomics
page and stage,shakespeare,journal,shakespeare william 1564 1616 shakespeare william 1564 1616 periodicals shakespeare
future learning design 2019,teaching for quality learning at university: what the student does,book,college teaching learning college students rating of teaching for quality learning at university what the student does
future learning design 2019,from reflection to action? barriers and bridges between higher education teachers thoughts and actions,article,workplace relations act 1996 australia higher education public participation education higher government policy from reflection to action barriers and bridges between higher education teachers thoughts and actions
managing uncertainty through scenario planning,scenario planning: the link between future and strategy,book,strategic planning decision making communication in management scenario planning the link between future and strategy
dynamics of cultural diversity in the workplace and the community,human resource development review,journal,organizational learning periodicals organizational learning human services periodicals human resource development review
dynamics of cultural diversity in the workplace and the community,organizational behavior and human decision processes,journal,psychology industrial periodicals organizational behavior periodicals psychologie du travail pe riodiques organizational behavior and human decision processes
dynamics of cultural diversity in the workplace and the community,higher education research & development,journal,education higher australia periodicals universities and colleges australia periodicals education higher research periodicals higher education research development
current debates in education,critical studies in education,journal,education australia periodicals education periodicals education critical studies in education
academic learning skills,the international journal of the first year in higher education,journal,college student orientation college teaching education higher the international journal of the first year in higher education
academic learning skills,"eats, shoots & leaves: the zero tolerance approach to punctuation",book,english language punctuation punctuation english language humor eats shoots leaves the zero tolerance approach to punctuation
foundations of management and governance,management foundations: a pacific rim focus,book,management management pacific area management australasia management foundations a pacific rim focus
"community work across sites, settings and peoples",sport management review,journal,sports administration australia periodicals sports new zealand periodicals sports administration new zealand periodicals sport management review
"society, culture and ecology in asia",vedanta undermined!,article,vedanta undermined
"society, culture and ecology in asia",contours,journal,forests and forestry australia periodicals fisheries australia periodicals agriculture australia periodicals contours
"society, culture and ecology in asia",beyond the green myth: hunter-gatherers of borneo in the twenty-first century,book,nomads borneo hunting and gathering societies borneo social change borneo beyond the green myth hunter gatherers of borneo in the twenty first century
"society, culture and ecology in asia",climate change and social ecology: a new perspective on the climate challenge,book,climatic changes social ecology social science human geography climate change and social ecology a new perspective on the climate challenge
"society, culture and ecology in asia",indigenous environmental knowledge and its transformations: critical anthropological perspectives,book,ethnoscience ecology philosophy indigenous peoples ecology indigenous environmental knowledge and its transformations critical anthropological perspectives
"society, culture and ecology in asia",indigenous peoples and poverty: an international perspective,book,armoede pauvrete autochtones conditions e conomiques indigenous peoples and poverty an international perspective
"old media, new media",convergence: the international journal of research into new media technologies,journal,convergence the international journal of research into new media technologies
social bases of behaviour,behavioral and brain sciences,journal,brain periodicals psychophysiology periodicals psychology periodicals behavioral and brain sciences
"indigeneity, critical theory and social justice","power, knowledge and aborigines",book,philosophy ethnology philosophy history power knowledge and aborigines
forensic science (professional practice) masters project,forensic approaches to buried remains,book,criminal investigation forensic sciences forensic anthropology forensic approaches to buried remains
teaching english in secondary schools,journal of literacy research,journal,literacy periodicals reading periodicals aanvankelijk lezen journal of literacy research
teaching english in secondary schools,critical literacies in the primary classroom,book,aufsatzsammlung australien education primary critical literacies in the primary classroom
teaching english in secondary schools,developing literacy in the secondary classroom,book,language arts secondary literacy study and teaching secondary language arts middle school developing literacy in the secondary classroom
"terrorists, gangsters and the state",doors and fences: controlling indonesias porous borders and policing asylum seekers,article,checked by library doors and fences controlling indonesias porous borders and policing asylum seekers
human anatomy ii,neuroanatomy: an illustrated colour text,book,neuroanatomy central nervous system anatomy histology atlases central nervous system anatomy histology neuroanatomy an illustrated colour text
critical topics in communication and media studies,key concepts in creative industries,book,culture economic aspects cultural industries industries social aspects key concepts in creative industries
health research and evidence based nursing care,worldviews on evidence-based nursing,journal,evidence based medicine periodicals nursing periodicals evidence based medicine periodicals worldviews on evidence based nursing
health research and evidence based nursing care,back to basics: an introduction to statistics,article,other justice public order and safety activities family and marriage social service support programs back to basics an introduction to statistics
health research and evidence based nursing care,the systematic review,article,the systematic review
health research and evidence based nursing care,defining knowledge translation,article,networks evidence based practice implementation science defining knowledge translation
health research and evidence based nursing care,nurse-led delivery of specialist supportive care for bipolar disorder: a randomized controlled trial,article,systematic review community mental health services mental health nurse led delivery of specialist supportive care for bipolar disorder a randomized controlled trial
overseas aid and international development (oua),down the great financial drain: how debt and the washington consensus destroy development and create poverty,article,checked by library down the great financial drain how debt and the washington consensus destroy development and create poverty
overseas aid and international development (oua),"post-development, foucault and the colonisation metaphor",article,post development 340213 economic development and growth michel post development foucault and the colonisation metaphor
overseas aid and international development (oua),"briefing: ebola-myths, realities, and structural violence",article,nonfiction library and information science literature writing briefing ebola myths realities and structural violence
overseas aid and international development (oua),chinas new role in asia and the south,article,economic development south asia south asia foreign economic relations south asia social conditions 21st century chinas new role in asia and the south
overseas aid and international development (oua),the china journal,journal,china periodicals china china politics and government 1949 periodicals the china journal
overseas aid and international development (oua),development,journal,embryology periodicals developmental biology periodicals morphology animals periodicals development
screen texts,theories of authorship: a reader,book,motion picture authorship motion pictures production and direction auteur theory motion pictures theories of authorship a reader
screen texts,cinematic sociology: social life in film,book,sociology motion pictures social aspects cinematic sociology social life in film
principles of counselling 2,psychotherapy,journal,psychotherapy periodicals psychotherapy mental illness treatment periodicals psychotherapy
principles of counselling 2,clinical psychology review,journal,psychotherapy periodicals psychology clinical periodicals psychology pathological clinical psychology review
democracy in doubt,governance,journal,sciences de la politique pe riodiques policy sciences administration publique science pe riodiques governance
media governance and globalisation,cultural citizenship,article,studies in human society sociology sociology not elsewhere classified cultural citizenship
media governance and globalisation,"geopolitics, history, and international relations",journal,geopolitics international relations world politics geopolitics history and international relations
media governance and globalisation,protecting the news: civil society and the media,article,college teachers political aspects college faculty political aspects criticism and interpretation protecting the news civil society and the media
media governance and globalisation,journal of communication inquiry,journal,questioning recherche the orie de la connaissance pe riodiques inquiry theory of knowledge journal of communication inquiry
media governance and globalisation,from digital divides to digital entitlements in knowledge societies,article,vulnerable taxpayers digital tax services taxpayer rights from digital divides to digital entitlements in knowledge societies
media governance and globalisation,new media and the nation in malaysia: malaysianet,book,digital media social aspects malaysia digital media government policy malaysia internet social aspects malaysia new media and the nation in malaysia malaysianet
media governance and globalisation,the evolution of the world economy: the flying-geese theory of multinational corporations and structural transformation,book,china economic conditions 2000 international economic relations electronic books the evolution of the world economy the flying geese theory of multinational corporations and structural transformation
campaign management,public relations campaigns,book,mass media and business public relations management public relations public relations campaigns
macroeconomics b,the structure of post-keynesian economics: the core contributions of the pioneers,book,keynesian economics economists keyne sianisme the structure of post keynesian economics the core contributions of the pioneers
human resource management perspectives,managing human resources,book,personnel management textbooks personnel management personnel management australia managing human resources
human resource management perspectives,the validity and utility of selection methods in personnel psychology: practical and theoretical implications of 85 years of research findings.,article,competency management development performance management the validity and utility of selection methods in personnel psychology practical and theoretical implications of 85 years of research findings
youth cultures,gender and education,journal,women education periodicals sex discrimination in education periodicals sex role study and teaching periodicals gender and education
youth cultures,journal of contemporary ethnography,journal,sociology urban periodicals anthropology cultural periodicals urban anthropology periodicals journal of contemporary ethnography
modern japan,"ox against the storm: a biography of tanaka shozo, japans conservationist pioneer",book,tanaka sho zo conservationists conservationists japan biography ox against the storm a biography of tanaka shozo japans conservationist pioneer
modern japan,memory and history in twentieth-century australia,book,history and archaeology historical studies australian history excl aboriginal and torres strait islander history memory and history in twentieth century australia
modern japan,meiji japan through contemporary sources,book,japan history meiji period 1868 1912 japan politics and government 1868 1912 sources japan history meiji period 1868 1912 sources meiji japan through contemporary sources
a wicked problem,environmental economics: an introduction,book,environmental economics economic development environmental aspects environmental economics environmental economics an introduction
issues and crisis management,"mediation: principles, process, practice",book,mediation dispute resolution law conflict management mediation principles process practice
global business,the big idea: creating shared value,article,general interest news opinion and commentary the big idea creating shared value
teaching physical education,health literacy and the australian curriculum for health and physical education: a marriage of convenience or a process of empowerment?,article,strategy planning aims and objectives medical centers aims and objectives health literacy and the australian curriculum for health and physical education a marriage of convenience or a process of empowerment
social bases of behaviour,how to write psychology research reports and essays,book,report writing psychology authorship psychology authorship style manuals how to write psychology research reports and essays
international management,forbes,journal,business periodicals business industries periodicals forbes
international management,"international management behavior: text, readings, and cases",book,international business enterprises management organizational behavior culture international management behavior text readings and cases
genetic engineering,molecular biology and genomics,book,molecular biology research methodology genomics genomics research methodology molecular biology and genomics
case based inquiry acute care perspectives 2,impact of musculoskeletal symptoms on general physical activity during nursing education,article,business international health reports impact of musculoskeletal symptoms on general physical activity during nursing education
case based inquiry acute care perspectives 2,managing constipation: a focus on care and treatment in the palliative setting.,article,health professionals palliative treatment psychological aspects palliative care psychological aspects managing constipation a focus on care and treatment in the palliative setting
approaches to writing and reading,sudden fiction international,book,sudden fiction international
approaches to writing and reading,the best australian stories 2017,book,anthologies australian short stories australian the best australian stories 2017
approaches to writing and reading,fiction 100: an anthology of short fiction,book,short stories fiction 100 an anthology of short fiction
asian studies project,the asia pacific journal of anthropology,journal,anthropology anthropology periodicals anthropology oceania periodicals the asia pacific journal of anthropology
processes in human disease,robbins and cotran pathologic basis of disease,book,pathology pathologic processes pathologie robbins and cotran pathologic basis of disease
creating and managing effective learning environments,classroom management: engaging students in learning,book,classroom management learning teaching classroom management engaging students in learning
creating and managing effective learning environments,classroom motivation,book,motivation in education motivation education classroom motivation
advanced research in the arts (oua),doing research in the real world,book,social sciences research social sciences research methodology onderzoeksmethoden doing research in the real world
introduction to community development,developing communities for the future,book,community development australia community development australia developing communities for the future
introduction to community development,using foucaults methods,book,culture philosophy foucault michel historical sociology using foucaults methods
stakeholder governance in a business-society ecosystem,california management review,journal,industrial management periodicals management periodicals industrial management california management review
advanced research in the arts,method meets art: arts-based research practice,book,art and science art and society qualitative research methodology method meets art arts based research practice
advanced research in the arts,a students guide to presentations: making your presentation count,book,oral communication study and teaching higher public speaking dissertations academic a students guide to presentations making your presentation count
advanced research in the arts,"how to prepare, stage, and deliver winning presentations",book,business presentations public speaking business economics business communication meetings presentations how to prepare stage and deliver winning presentations
advanced research in the arts,advanced presentations by design: creating communication that drives action,book,business presentations business communication business economics business communication meetings presentations advanced presentations by design creating communication that drives action
critical topics in communication and media studies,text : the journal of the australian association of writing programs,journal,creative writing study and teaching australia periodicals english language writing study and teaching australia periodicals text the journal of the australian association of writing programs
critical topics in communication and media studies,the creative industries: culture and policy,book,cultural industries cultural policy cultural industries government policy the creative industries culture and policy
global media and culture,critical arts,journal,mass media south africa periodicals mass media and the arts south africa periodicals mass media and the arts critical arts
global media and culture,understanding the business of global media in the digital age,book,mass media economic aspects mass media economic aspects mass media and globalization understanding the business of global media in the digital age
global media and culture,journal of marketing communications,journal,communication in marketing consumer behavior theory marketing journal of marketing communications
global media and culture,"media, culture and society: an introduction",book,popular culture mass media social aspects mass media media culture and society an introduction
global media and culture,cultural diversity and global media: the mediation of difference,book,globalization mass media and minorities transnationalism cultural diversity and global media the mediation of difference
global media and culture,media and everyday life,book,media studies mass media social aspects social science general media and everyday life
global media and culture,global communication,book,communication international globalization mass media global communication
wildlife comparative pathology,veterinary pathology,journal,veterinary pathology periodicals veterinary pathology pathologie ve te rinaire pe riodiques veterinary pathology
wildlife comparative pathology,journal of comparative pathology,journal,pathology comparative periodicals veterinary pathology periodicals veterinary pathology journal of comparative pathology
wildlife comparative pathology,australian veterinary journal,journal,veterinary medicine australia periodicals veterinary medicine periodicals veterinary medicine australian veterinary journal
wildlife comparative pathology,fowlers zoo and wild animal medicine: current therapy,book,zoo animals diseases wildlife diseases animals wild fowlers zoo and wild animal medicine current therapy
wildlife comparative pathology,"wildlife pathology short course, camden, february 2012",book,biochemistry bycatch fisheries management wildlife pathology short course camden february 2012
wildlife comparative pathology,journal of zoo and wildlife medicine,journal,animals zoo periodicals animals wild animals wild periodicals journal of zoo and wildlife medicine
wildlife comparative pathology,diseases of aquatic organisms,journal,aquatic organisms diseases periodicals marine biology periodicals marine fishes diseases periodicals diseases of aquatic organisms
wildlife medicine,current therapy in reptile medicine and surgery,book,reptiles diseases amphibians diseases captive reptiles diseases current therapy in reptile medicine and surgery
wildlife medicine,"the comparative pathology of zoo animals: proceedings of a symposium held at the national zoological park, smithsonian institution, october 2-4, 1978",book,pathology comparative congresses veterinary pathology congresses zoo animals diseases congresses the comparative pathology of zoo animals proceedings of a symposium held at the national zoological park smithsonian institution october 2 4 1978
wildlife medicine,crc handbook of marine mammal medicine,book,marine mammals health handbooks manuals etc veterinary medicine handbooks manuals etc wildlife rehabilitation handbooks manuals etc crc handbook of marine mammal medicine
wildlife medicine,journal of avian medicine and surgery,journal,avian medicine periodicals birds injuries veterinary medicine journal of avian medicine and surgery
wildlife medicine,zoo & wild animal medicine,book,veterinary medicine wildlife diseases zoo animals diseases zoo wild animal medicine
wildlife medicine,nonhuman primates in biomedical research,book,primates primates as laboratory animals nonhuman primates in biomedical research
wildlife medicine,medical management of the elephant,book,medical management of the elephant
"psychiatry, psychology and the law",australian & new zealand journal of psychiatry,journal,australian new zealand journal of psychiatry
"mobile worlds migrants, refugees and the politics of belonging",european journal of cultural studies,journal,popular culture periodicals culturele studies zeitschrift european journal of cultural studies
communications and cultures in the global era,british journal of educational studies,journal,education periodicals education great britain periodicals education british journal of educational studies
communications and cultures in the global era,social behavior and personality,journal,social psychology periodicals social behavior periodicals personality periodicals social behavior and personality
communications and cultures in the global era,time & society,journal,time social aspects periodicals sociology periodicals time periodicals social aspects time society
european human rights law,"work, employment & society",journal,industrial relations periodicals work social aspects industrial sociology work employment society
alternative and mainstream communities,rural sociology,journal,sociology rural sociology rural periodicals sociology periodicals rural sociology
communications and cultures in the global era,international business review,journal,business periodicals international business enterprises international business enterprises periodicals international business review
corporate social responsibility and business ethics,business and professional ethics journal,journal,professional ethics business ethics periodicals business ethics business and professional ethics journal
corporate social responsibility and business ethics,the australian financial review,journal,finance australia periodicals securities australia periodicals australia the australian financial review
european human rights law,industrial relations journal,journal,industrial relations periodicals industrial relations arbeidsverhoudingen industrial relations journal
sustainable operations and supply chain management,interfaces,journal,management management periodicals operations research interfaces
course planning in health professional education,real world research: a resource for social scientists and practitioner-researchers,book,psychology research methodology social sciences research methodology research real world research a resource for social scientists and practitioner researchers
introduction to mental health issues,journal of affective disorders,journal,affective disorders periodicals depression mental periodicals anxiety periodicals journal of affective disorders
advanced molecular biology modern concepts and applications,new review of film and television studies,journal,motion pictures evaluation periodicals television criticism television criticism periodicals new review of film and television studies
advanced molecular biology modern concepts and applications,quarterly review of film and video,journal,video recordings periodicals video recordings motion pictures quarterly review of film and video
advanced molecular biology modern concepts and applications,media international australia (8/1/07-current),journal,media international australia 8 1 07 current
"childrens literature, storytelling and the arts",postgraduate medical journal,journal,medicine periodicals medicine me decine pe riodiques postgraduate medical journal
"childrens literature, storytelling and the arts",pediatric annals,journal,pediatrics periodicals pediatrics pediatric pharmacology periodicals pediatric annals
creative development for children,language arts,journal,english language periodicals english literature study and teaching periodicals english language study and teaching primary periodicals language arts
creative development for children,childhood education,journal,kindergarten periodicals education periodicals education elementary periodicals childhood education
alternative and mainstream communities,"social self, global culture: an introduction to sociological ideas",book,sociology australia ethnic relations australia social conditions social self global culture an introduction to sociological ideas
contemporary nursing practice,nursing times,journal,nursing periodicals nursing health and social care nursing times
alternative and mainstream communities,journal of religious history,journal,religion history periodicals church history periodicals australia church history periodicals journal of religious history
"childrens literature, storytelling and the arts",bmj,journal,medicine periodicals medicine publications pe riodiques bmj
crisis and risk communication,strategic issues management: organizations and public policy challenges,book,united states public relations united states industrial policy united states strategic issues management organizations and public policy challenges
money market dealing,prospects,journal,prospects
money market dealing,australian financial review : special report,journal,profits inflation australia commerce australian financial review special report
international finance,ft.com,journal,ft com
integrated nursing practice,journal of gerontological nursing,journal,geriatric nursing periodicals geriatric nursing periodicals soins infirmiers en ge riatrie pe riodiques journal of gerontological nursing
integrated nursing practice,journal of emergency nursing,journal,emergency nursing periodicals emergency nursing journal of emergency nursing
human neuropsychology developmental and neurodegenerative disorders,archives of general psychiatry,journal,psychiatry periodicals psychiatry psychiatrie pe riodiques archives of general psychiatry
human neuropsychology developmental and neurodegenerative disorders,neuropsychologia,journal,psychophysiology periodicals neuropsychology periodicals neurology periodicals neuropsychologia
cities and sustainability,journal of cleaner production,journal,factory and trade waste management periodicals manufactures environmental aspects periodicals manufactures environmental aspects journal of cleaner production
managing diversity and inclusion,human resource management,journal,personnel management periodicals personnel management personnel direction pe riodiques human resource management
teaching music theory and practice,international journal of music education,journal,music instruction and study periodicals school music instruction and study periodicals music instruction and study international journal of music education
introduction to sociology,young people and work,book,youth employment age and employment developed countries young adults developed countries attitudes young people and work
critical social work group work and social work leadership,journal of human behavior in the social environment,journal,social service social psychology periodicals social psychology journal of human behavior in the social environment
managing intercultural communication,journal of pragmatics,journal,linguistics periodicals linguistics pragmatics journal of pragmatics
the public sphere,global media and communication,journal,globalization globalization periodicals communication mass media global media and communication
international business,business economics,journal,economics periodicals business periodicals business business economics
strategic management,the first xi: winning organisations in australia,book,management australia success in business australia organizational effectiveness the first xi winning organisations in australia
leadership,a force for change: how leadership differs from management,book,industrial management leadership leadership a force for change how leadership differs from management
introduction to sociology,public sociology: an introduction to australian society,book,sociology australia australia social conditions sociology public sociology an introduction to australian society
sustainable process engineering case studies,sustainable development in practice: case studies for engineers and scientists,book,sustainable development engineering research engineering sustainable development in practice case studies for engineers and scientists
camera culture from analogue to digital representation,auditing: a journal of practice & theory,journal,auditing periodicals auditing ve rification comptable pe riodiques auditing a journal of practice theory
managing diversity and inclusion,human relations,journal,social sciences periodicals social sciences social sciences periodicals human relations
mental health practice,academy of management executive,journal,academy of management executive
comparative cyberlaw,iowa law review,journal,iowa law reports digests etc iowa law reports digests etc iowa law review
criminal justice,"traces of terror: counter-terrorism law, policing, and race",book,terrorism australia prevention racism terrorism prevention traces of terror counter terrorism law policing and race
the idea of travel global perspectives,intersecting journeys: the anthropology of pilgrimage and tourism,book,pilgrims and pilgrimages culture and tourism kulturanthropologie intersecting journeys the anthropology of pilgrimage and tourism
research and therapeutic interventions in counselling psychology,principles of counseling and psychotherapy: learning the essential domains and nonlinear thinking of master practitioners,book,counseling nonlinear theories psychotherapy methods principles of counseling and psychotherapy learning the essential domains and nonlinear thinking of master practitioners
japanese language acquisition and use,"implementing the hilmer competition reforms: an overview of the issues, benefits and proposed next steps",book,hilmer fg national competition policy competition government policy commerce implementing the hilmer competition reforms an overview of the issues benefits and proposed next steps
childrens literature a comparative study,the amber spyglass,book,parry will fictitious character juvenile fiction belacqua lyra fictitious character fiction belacqua lyra fictitious character juvenile fiction the amber spyglass
management ethics and corporate governance,ethical theory and business,book,commercial crimes united states cases business ethics united states case studies industries social aspects united states case studies ethical theory and business
introduction to media studies,introducing cultural and media studies: a semiotic approach,book,culture mass media communicatiewetenschap introducing cultural and media studies a semiotic approach
introduction to media studies,"media, culture and society in malaysia",book,mass media social aspects malaysia mass media and culture malaysia communication in politics media culture and society in malaysia
understanding inclusion in learning communities,european journal of special needs education,journal,special education periodicals special education europe periodicals europe european journal of special needs education
leading organisational decision making,technology analysis & strategic management,journal,technologie high technology industries management periodicals innovationsmanagement technology analysis strategic management
managing employee relations,journal of consumer marketing,journal,journal of consumer marketing
psychology research project statistics and research design for professional psychology,psychological bulletin,journal,psychology periodicals psychology psychologie psychological bulletin
negotiation and conflict resolution,monash university law review,journal,law australia periodicals law reviews australia monash university law review
early years literacy and numeracy,language in society,journal,sociolingui stiek language and languages periodicals sociolinguistics periodicals language in society
early years literacy and numeracy,handbook of early literacy research,book,reading early childhood handbooks manuals etc language arts early childhood research handbooks manuals etc language arts early childhood handbooks manuals etc handbook of early literacy research
inclusive education teaching diverse learners,pediatrics,journal,pediatrics periodicals pediatrics kindergeneeskunde pediatrics
ecological applications,bioscience,journal,biology periodicals life sciences periodicals biology bioscience
medicine,bmj open,journal,medicine research periodicals medicine periodicals medicine bmj open
local and global perspectives in education policy,"child: care, health and development",journal,child care periodicals child development periodicals children health and hygiene periodicals child care health and development
introduction to film studies,screen,journal,screen
emerging economies in a globalising world,journal of macromarketing,journal,marketing social aspects periodicals marketing social aspects marketing periodicals journal of macromarketing
sociologies of design,"image, music, text",book,performing arts literature performing arts image music text
human resource management,asia pacific journal of human resources,journal,personnel management periodicals personnel management asiatisch pazifischer raum asia pacific journal of human resources
sociology of deviance,symbolic interaction,journal,symbolic interactionism periodicals symbolic interactionism symbolisch interactionisme symbolic interaction
marketing theory and practice,journal of business research,journal,business periodicals business administration journal of business research
marketing theory and practice,journal of product innovation management,journal,new products management periodicals new products management produits nouveaux gestion pe riodiques journal of product innovation management
lifespan development and counsellor identity,australian journal of guidance and counselling,journal,c5 330101 educational psychology 730399 health and support services not elsewhere classified australian journal of guidance and counselling
understanding contemporary china,tide players: the movers and shakers of a rising china,book,businesspeople china biography intellectuals china biography china social conditions 2000 tide players the movers and shakers of a rising china
understanding contemporary china,"changing media, changing china",book,mass media and culture china mass media china social science media studies changing media changing china
managing employee relations,criminal law journal,journal,criminal law australia droit pe nal pe riodiques criminal law journal
managing employee relations,journal of industrial relations,journal,industrial relations periodicals industrial relations australia periodicals australia journal of industrial relations
enabling occupation performance challenges a,american journal of occupational therapy,journal,occupational therapy periodicals rehabilitation periodicals occupational therapy american journal of occupational therapy
contemporary film theory and criticism,film theory and criticism: introductory readings,book,motion pictures filmtheorie cine ma film theory and criticism introductory readings
criminal justice,alternative law journal,journal,law reform australia periodicals law australia periodicals law social aspects australia periodicals alternative law journal
