COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
 forensic anatomy and anthropology ,journal of forensic sciences,journal,medicine gerechtelijke periodical science chemie journal forensic jurisprudence medical
 forensic anatomy and anthropology ,"forensic science, medicine, and pathology",journal,medicine science legal science forensic pathology
 communication project ,aslib journal of information management,journal,periodical library science journal britain management aslib great information
 communication project ,journal of public relations research,journal,relation periodical journal research public
 introduction to health education ,health education,journal,periodical service health education school
 introduction to health education ,advocating for a harm-minimization approach to drug education in australian schools,article,school u advocate 0 1 education approach drug australian harm r g f minimization
 introduction to health education ,educational technology research and development,journal,periodical educational development technology education research system instructional
 the creeds (100-500 ce) ,encyclopedia of early christianity,book,church encyclopedia christianity 600 early 30 encyclopedia history ca primitive
 the creeds (100-500 ce) ,the early church,book,church 600 approximately early 30 history ca primitive
 effective leadership ,organization development: a jossey-bass reader,book,organisationsentwicklung reader organizational changement jossey bass change development organization organisationnel
 equine nutrition and health ,equine infectious diseases,book,infectious veterinary horse disease equine infection infection
 work and well-being ,whs: a management guide,book,industrial whs safety management australia education guide hygiene
 work and well-being ,australian psychologist,journal,periodical psychology australia psychologist australian
 work and well-being ,accident analysis & prevention,journal,prevention periodical accident trauma accident analysis
 sustainability in practice ,the earth only endures: on reconnecting with nature and our place in it,book,reconnecting ecology place endures nature effect plant being human animal relationship earth
 sustainability in practice ,energy policy,journal,energy periodical fuel policy
 spirituality ,social work,journal,periodical service work welfare social public
 international marketing ,international marketing,book,enterprise export business marketing internationale international
 anthropology and its others ,daedalus,journal,periodical science humanity science daedalus social
 anthropology and its others ,cultural anthropology : a contemporary perspective,book,anthropology perspective cultural contemporary culture ethnology
 anthropology and its others ,the interpretation of cultures: selected essays /by clifford geertz,book,select interpretation geertz clifford culture ethnology culture essay
 comparative law ,the civil law tradition: an introduction to the legal systems of europe and latin america,book,legal latin introduction europa lateinamerika tradition civil system law america europe
 manager as a performance coach ,journal of management education,journal,behavior periodical organizational teach journal training management executive education study
 manager as a performance coach ,annual review of psychology,journal,periodical yearbook annual psychology review
 mathematics and numeracy in the early years ,belonging being & becoming: the early years learning framework for australia,book,child childhood early framework year development play australia education policy learn belonging become government
 mathematics and numeracy in the early years ,australian primary mathematics classroom,journal,periodical teach australie classroom elementary australia mathematics study australian primary
 group counselling ,the theory and practice of group psychotherapy,book,psychotherapy groupe rapie psychothe theory group practice de
 introduction to the screen ,the classical hollywood cinema: film style & mode of production to 1960,book,united style 1960 mode production cinema industry film aesthetic classical picture picture motion hollywood state history
 physics of materials ,"the solid state: an introduction to the physics of crystals for students of physics materials science, and engineering",book,student crystal physic engineering solid science introduction state solid material
 physics of materials ,perspectives of modern physics,book,physic modern nuclear perspective
 infectious and parasitic diseases ,kirks current veterinary therapy xiv,book,n therapy veterinary xiv c current kirk e p
 mineralogy for metallurgists ,introduction to mineralogy,book,science science introduction optic mineralogy earth geology
 principles of wildlife epidemiology and disease risk analysis ,journal of applied ecology,journal,periodical agriculture economic biology ecology journal apply
 paul ,matthew and the margins: a socio-political and religious reading,book,commentary kommentar reading religious political margin socio social criticism matthew scientific bible
 nursing management of chronic illness ,nursing ethics,journal,ethic periodical nursing
 professional issues in nursing practice ,nursing and health sciences,journal,periodical medical science health care nursing
 gis for environmental management and planning ,remote sensing of environment,journal,sense remote science periodical te tection terre le environment riodiques la earth pe de
 gis for environmental management and planning ,progress in physical geography,journal,periodical physical geography physique fysische geografie ographie ge riodiques progress pe
" corruption, anti-corruption and its discontents ",progress in development studies,journal,periodical develop economics development study country progress
" corruption, anti-corruption and its discontents ",international studies quarterly,journal,relation periodical politics quarterly study world international
 water and earth science ,soils and the environment: an introduction,book,soil ecology introduction environment soil aspect environmental
 water and earth science ,groundwater hydrology,book,hydrology eau souterraine hydrogeologie groundwater
 teaching health and physical education in primary schools ,teaching health and physical education in australian schools,book,child physical teach health training australia education school hygiene study australian school
 acquisition of human resources ,international journal of selection and assessment,journal,periodical journal employment success occupation personality assessment occupational selection interview prediction international
 acquisition of human resources ,canadian psychology/psychologie canadienne,journal,periodical canadian psychologie psychology riodiques canada pe canadienne
 human resource management law ,employment law: concepts and cases,book,law law concept state employment case legislation labor australia australian
 human resource management law ,common law world review,journal,periodical online publikation zeitschrift britain review world great law common
 policing and crime prevention ,criminology & public policy,journal,behavior periodical crime criminolgy criminology criminal public sociological prediction policy aspect
 reading and writing in the online world ,disrupting the digital humanities,book,humanity disrupt human interaction computer social computer aspect digital
 media audiences ,the televiewing audience: the art & science of watching tv,book,united televiewing tv attitude state science watch audience social television visual literacy viewer aspect art
 integrated early childhood curriculum ,international journal of early years education,journal,child periodical childhood journal early year psychology preschool education international
" music, drama and writing ",the arts in psychotherapy,journal,periodical psychotherapy therapy art art
" music, drama and writing ",american journal of dance therapy,journal,periodical dance american journal therapy art visual perform
 environmental policy for the 21st century ,environmental science & policy,journal,periodical science science policy environmental
 the silk roads ,the silk roads: a new history of the world,book,imperialism silk road new history world road
" culture, communities and sustainability in asia ",sacred ecology,book,ecological knowledge people ecology sacred indigenous human traditional
" culture, communities and sustainability in asia ",the food wars,book,entwicklungsla nder war nahrungsmittelpreis food welt
" culture, communities and sustainability in asia ",contemporary china: society and social change,book,2000 china condition society contemporary change social
" culture, communities and sustainability in asia ",the politics and economics of indonesias natural resources,book,economic condition indonesia indonesia congress politics economics natural resource
" culture, communities and sustainability in asia ","environmental change in south-east asia: people, politics and sustainable development",book,sustainable economic development people southeast natural east politics asia environmental change policy aspect resource conservation south
 effective leadership ,your companys secret change agents,article,chancellor german secret agent commentary schroder change opinion news general interest company gerhard
" culture, communities and sustainability in asia ",development and climate change,book,climate change development
" culture, communities and sustainability in asia ",directors of urban change in asia,book,urban planning change city urbanization city town study asia growth case director
" culture, communities and sustainability in asia ","people, plants, and justice: the politics of nature conservation",book,nature conservation politics protection people plant natural justice environmental resource
 complexities of health and illness across the lifespan 2 ,midwifery: preparation for practice,book,maternity midwifery australia preparation practice nursing
 consumer behaviour ,marketing,journal,periodical electronic internet marketing commerce
 approaches to the study of religion ,the myth of religious violence: secular ideology and the roots of modern conflict,book,religio ideology root aspekter ld religion sa va secular modern politik religious och myth violence aspect conflict
 approaches to the study of religion ,the varieties of religious experience: a study in human nature,book,nature variety experience religious philosophy psychology religion human study
" people, corporates and globalisation ",international social work,journal,periodical teach service work education social study international
 international security and strategy ,ethnography,journal,periodical ethnography sociology methodology ethnology
 health communication ,journal of health communication,journal,medicine periodical communication journal service health
 principles of epidemiology ,veterinary epidemiology,book,epidemiology veterinary disease epidemiologic animal method communicable
 physics for teaching secondary (7-10) ,conceptual physics,book,physic h c p conceptual
 advanced surgical techniques ,journal of small animal practice,journal,medicine animal periodical journal veterinary small practice
 environmental technology for sustainability ,renewable energy world,journal,energy innovation sustainable renewable development technological world research power resource
 trusts ,jacobs law of trusts in australia,book,trust jacob australia law trustee
 modern physics ,experiments in modern physics,book,e experiment physic n h modern r x c p
 brand and identity design ,"this is service design thinking: basics, tools, cases",book,business case service think creative management tool basic ability industry design lateral
 hospitality and tourism project ,how to write a better thesis,book,well dissertation academic thesis write report write authorship
 project in creative writing ,the writing book: a workbook for fiction writers,book,authorship writer book rhetoric fiction write technique workbook narration
 knowledge management and organisational learning ,is yours a learning organization?,article,effectiveness organizational model mathematical system theory organization learn
 environmental policy and law ,journal of environmental planning and management,journal,periodical planning journal britain regional city management great environmental
 environmental policy and law ,environmental law in australia,book,law environmental australia
 overseas aid and international development ,"one planet, two worlds",article,business two planet international one world
 overseas aid and international development ,american anthropologist,journal,anthropology periodical american anthropologist riodiques anthropologie pe
 overseas aid and international development ,the debt threat: how debt is destroying the developing world,book,external debt develop century economic condition threat destroy 21st world debt country
 overseas aid and international development ,race & class,journal,race relation periodical class conflict social class
 overseas aid and international development ,china and africa: defining a relationship,article,africa china planning economic define regional history policy relationship
 overseas aid and international development ,the development dictionary: a guide to knowledge as power,book,knowledge science terminology economic sociology development dictionary social guide power
 the innovators mindset ,scientific american,journal,periodical american science technology scientific
 the innovators mindset ,in pursuit of elegance: why the best ideas have something missing,book,planning pursuit symmetry elegance best idea creative something miss ability
 the innovators mindset ,the west australian,journal,newspaper west w perth australian australia western
 renewable energy systems engineering ,"photovoltaics: fundamentals, technology and practice",book,photovoltaic photovoltaics generation technology fundamental engineering system practice power mechanical
 teaching senior secondary english ,journal of education policy,journal,periodical journal state riodiques education policy publication pe
" ethics, responsibility and justice ",an introduction to ethics,book,ethic introduction ethik
 professional nursing practice in a complex world ,bmc nursing,journal,periodical teach britain education great study bmc nursing
 professional nursing practice in a complex world ,nurse education today,journal,periodical teach nurse education study today nursing
 management and governance research practicum ,social research,book,science sociology methodology social research
 principles of environmental impact assessment ,impact assessment and project appraisal,journal,effectiveness periodical cost impact appraisal assessment project make risk decision
 principles of environmental impact assessment ,landscape and urban planning,journal,periodical urban planning ecology architecture city town landscape human
 principles of environmental impact assessment ,environmental impact assessment review,journal,periodical impact united state assessment review environmental analysis
 public sector management ,good enough governance: poverty reduction and reform in developing countries,article,reform develop economic condition poverty management good governance reduction administration public country enough
 land and water management ,reintegrating fragmented landscapes: towards sustainable production and nature conservation,book,nature ecologie sustainable conservation bescherming development reintegrate landscape towards production fragment
 land and water management ,applied hydrogeology,book,water hydrogeology supply apply
 land and water management ,land degradation processes in australia,book,soil land conservation degradation australia process environmental use
 personality and performance ,learning and individual differences,journal,periodical individual educational psychology difference learn
 personality and performance ,research in organizational behavior,book,behavior organizational research organization
 personality and performance ,journal of vocational behavior,journal,behavior periodical journal psychology guidance apply vocational
 personality and performance ,evolution and human behavior,journal,behavior periodical evolution psychology human
 introduction to marine biology ,ecological methodology,book,ecological ecologie thodes statistical ecology methodology method statistiques cologie e
 leadership in health care ,australian health review,journal,health australian review
 culture and religion in asia ,asian ethnology,journal,manner custom azie folklore ethnology asian
 web metrics ,journalism is twerking? how web analytics is changing the process of gatekeeping,article,journalism change twerking biocommunicability health gatekeeping web analytics process medium mental
 the developing mind ,the role of cognitive reserve accumulated in midlife for the relation between chronic diseases and cognitive decline in old age: a longitudinal follow-up across six years,article,across year l disease b accumulate h chronic decline longitudinal role midlife follow cognitive k reserve c r old relation six e age
 the developing mind ,mind in society: the development of higher psychological processes,book,high child society development psychology mind psychological cognition process developmental
 the developing mind ,cognitive development and working memory a dialogue between neo-piagetian theories and cognitive approaches,book,term cognitive child piagetian neo approach development theory cognition work dialogue memory short
 the developing mind ,the resources construct in cognitive development: diverse sources of evidence and a theory of inefficient inhibition,article,renewable incentive development theory energy cognitive solar inefficient technology inhibition evidence resource tax source construct taxation diverse
 the developing mind ,sex differences in anatomic measures of interhemispheric connectivity: correlations with cognition in women but not men,article,woman connectivity sex correlation men interhemispheric measure cognition difference anatomic
 the developing mind ,socioeconomic status modifies heritability of iq in young children,article,child young status heritability education modifies socioeconomic iq literacy
 the developing mind ,the role of immaturity in human development,article,immaturity role development human
 australian literature and film ,australian history now,book,historiography book print australia large history australian
 australian literature and film ,islam and christianmuslim relations,journal,relation islam christianmuslim
 veterinary structure and function iii ,large animal neurology,book,animal neurology veterinary disease nervous cattle large system
 aboriginal and torres strait islander perspectives across the curriculum ,shadow lines,book,smith 1891 woman australian 1962 shadow edward line australia aboriginal western biography australian
 accounting theory and accountability ,accounting theory,book,theory accounting australia
 legal research methods for honours ,research methods in law,book,legal methodology method research law essay
" teaching, learning and working in culturally diverse environments ",teaching in higher education,journal,high periodical enseignement teach aim college riodiques education universitaire pe objective
" teaching, learning and working in culturally diverse environments ",culture and psychology,book,intercultural communication personality ethnopsychology psychology culture
" children, families and communities ","children, families and communities",book,child adult community environment family australia psychological aspect
" global governance, security and economy ",the oxford handbook of international relations,book,handbook relation oxford politics world international
 communication skills for undergraduate study ,energy research & social science,journal,energy periodical science industry consumption social research power resource
 communication skills for undergraduate study ,global environmental change,journal,nature periodical ecology change effect being human policy global environmental
 communication skills for undergraduate study ,environment and urbanization,journal,urban periodical develop sociology ecology urbanization environment country
 communication skills for undergraduate study ,theory and practice in language studies,journal,periodical linguistics study education practice language theory language
 contemporary asia ,the journal of asian studies,journal,periodical journal east orient riodiques asia study extre pe asian
 contemporary asia ,critical asian studies,journal,periodical asie riodiques asia study critical pe asian
 family relations and social development ,developmental psychology,journal,periodical child development psychology developmental
 principles and processes of interventions ,the handbook of person-centred psychotherapy and counselling,book,handbook psychotherapy center therapy client method person centre counsel
 principles and processes of interventions ,clinical handbook of psychological disorders: a step-by-step treatment manual,book,behavior disorder manual therapy step manual etc psychological handbook handbook clinical treatment mental
 fourth year seminar ,contemporary debates in applied ethics,book,angewandte debate ethic philosophy contemporary apply ethik
 constitutional law ,blackshield and williams australian constitutional law and theory: commentary and materials,book,constitutional commentary case blackshield australian australia williams theory law material
 bioethics and law for health care leadership ,health care & the law,book,medical health legislation personnel australia malpractice law care
 bioethics and law for health care leadership ,leading and managing health services: an australasian perspective,book,australasia lead perspective service health manage australasian australia administration nursing
 bioethics and law for health care leadership ,journal of interprofessional care,journal,relation periodical team holistic journal health interprofessional patient care
 future learning design 2018 ,economics of education review,journal,periodical economic economics education review aspect serial
 business of freelancing ,market intelligence: how and why organisations use market research,book,business organisation intelligence economics marketing marktonderzoek market research use
 business of freelancing ,starting a successful business,book,enterprise start business entrepreneurship economics successful development new
 people and practice ,native to nowhere: sustaining home and community in a global age,book,socialization native nowhere psychology identity global age sustain home community neighborhood
 people and practice ,state of the world 2010: transforming cultures : from consumerism to sustainability,book,sustainable economic development natural consumerism sustainability state environmental 2010 world aspect culture resource transform conservation
" social, games and mobile media ",teaching theatre,journal,united periodical teach state theatre study theater
" social, games and mobile media ",drama: one forum many voices : the journal of national drama,journal,forum periodical journal voice college england national one many school drama
" social, games and mobile media ",teaching theatre.,journal,united periodical teach state theatre study theater
 research for teaching ,guiding school improvement with action research,book,united state tssteigerung methodology action guide program qualita education research school improvement
 theories of development ,third world resurgence,journal,periodical develop economic condition riodiques conomiques politics voie pe third veloppement pay world en country resurgence e government de
 introduction to politics ,media & politics: an introduction,book,mass introduction politics press australia policy medium government
 world religions ,contemporary islam,journal,periodical century 20th contemporary 21st islam
 wellbeing ,young peoples wellbeing: contradictions in managing the healthy self,article,child people young wellbeing health contradiction status manage change self welfare healthy social
 wellbeing ,american journal of lifestyle medicine,journal,behavior medicine style periodical american journal lifestyle health life
 principles of wildlife comparative pathology ,journal of exotic pet medicine,journal,medicine periodical avian exotic journal disease animal pet
 principles of wildlife comparative pathology ,plos biology,journal,periodical biology biologie riodiques plo pe
 advanced qualitative approaches to research ,theoretical frameworks in qualitative research,book,science methode qualitative methodology theoretical social research framework
 advanced qualitative approaches to research ,qualitative inquiry & research design: choosing among five approaches,book,inquiry among five science qualitative approach methodology choose social research design
 advanced qualitative approaches to research ,the coding manual for qualitative researchers,book,science researcher qualitative processing cod data social research manual
 effective leadership ,creative tension,article,business innovation tension creative general
 sustainable tourism ,sustainable tourism: theory and practice,book,sustainable tourism ecotourism development e theory cotourisme practice
 sustainable tourism ,managing sustainable tourism: a legacy for the future,book,sustainable tourism future manage ecotourism heritage legacy management
 sustainable tourism ,asia pacific journal of tourism research,journal,periodical tourism journal pacific asia research area
 indonesian 7 ,kamus indonesia-inggris =: an indonesian-english dictionary,book,indonesia dictionary dictionary english inggris indonesian language kamus
 women in asian societies (oua) ,"women, the family, and peasant revolution in china",book,woman peasant socialisme chine revolution china famille family histoire family
 women in asian societies (oua) ,men and masculinities in southeast asia,book,masculinity masculinity men asia southeast
 women in asian societies (oua) ,"recreating japanese women, 1600-1945",book,woman japan employment japanese recreate feminism history 1945 1600
 women in asian societies (oua) ,far eastern economic review,journal,periodical far eastern economic condition east asia history review
 childrens literature in the classroom ,australian literature for young people,book,story literature teenager juvenile young reading book people australia poetry australian
 global and regional sustainability ,environmental science & technology,journal,periodical chemistry science health sanitary technology engineering environmental
 entrepreneurial strategy ,harvard business review digital articles,journal,business review harvard article digital
 contemporary financial accounting ,business analysis and valuation: using financial statements,book,enterprise business valuation use study case financial statement analysis
 forensic anatomy and anthropology ,journal of anatomy,journal,periodical journal anatomie anatomy riodiques pe
 the developing mind ,recent advances in cognitive development theory: progress in cognitive development research,book,cognitive research child child advance development cognition recent theory progress
 the developing mind ,behavioral genetics,book,behavior behavioral genetics
 advanced research in the arts ,proceedings of the national academy of sciences,journal,periodical physic science science biology proceeding national academy
 the developing mind ,how the body shapes the way we think: a new view of intelligence,book,cognitive shape science intelligentie way intelligence new view body artificial think
 foundations of discrete mathematics ,introduction to matlab,book,introduction processing data mathematics matlab numerical engineering analysis
 creativity and innovation ,the art of game design: a book of lenses,book,jeux ordinateur book lens game computerspiel conception game computer design art
 creativity and innovation ,the necessary revolution: working together to create a sustainable world,book,business sustainable revolution development create responsibility social work industry together aspect necessary environmental world
 human anatomy ii ,clinical anatomy,journal,periodical clinical human anatomy
 documentary ,an essay concerning human understanding,book,concern human understand essay
 work and well-being ,"workplace violence: awareness, prevention, and response",article,foreign prevention workplace awareness postsecondary education violence vocational country response
 work and well-being ,ten things that motivational interviewing is not,article,motivational ten hunt guidance career change interview thing job vocational
 work and well-being ,acta psychologica,journal,periodical psychologica acta psychology periodika
 business of freelancing ,the digital business start-up workbook: the ultimate step-by-step guide to succeeding online from start-up to exit,book,enterprise business online step guide ultimate workbook new digital commerce electronic planning start succeed exit
 advanced web communication project ,brief,journal,periodical society australia brief western law
 advanced web communication project ,singapores social media abuzz ahead of election,article,singapore business office computer election social abuzz industry ahead medium automation
" sustainability, ecology and communities ",the anthropocene: from global change to planetary stewardship,article,century first anthropocence internationality anthropocene stewardship change human planetary twenty global
" sustainability, ecology and communities ",a safe operating space for humanity,article,space humanity safe transgression operating biodiversity fuel fossil
 evidence based nursing practice ,a nurses guide to qualitative research,article,nurse qualitative guide education research nursing
 evidence based nursing practice ,cmaj: canadian medical association journal,journal,medicine periodical journal decine cmaj canadian riodiques association canada medical pe
 evidence based nursing practice ,pneumonia care and the nursing home: a qualitative descriptive study of resident and family member perspectives,article,elderly descriptive pneumonia family home qualitative perspective nursing ethic member frail care resident delirium study
 thinking mathematically ,learning mathematics for a new century,book,enseignement teach century science new mathematics study thode learn
 thinking mathematically ,australian mathematics teacher,journal,australian mathematics teacher
 web strategy ,journal of communication management,journal,periodical communication journal marketing management
 business finance ,fundamentals of corporate finance,book,textbook fundamental finance corporation australian corporate
 software development frameworks ,c# 5.0: programmers reference,book,programmer 5 0 graphic program computer reference language c
 comparative governance and public administration ,sovereign wealth funds: threat or salvation?,book,foreign business threat economics sovereign salvation security wealth general investment fund
 business analytics ,business intelligence and analytics: systems for decision support,book,business science intelligence processing analytics expert computer management data system decision support
 applied research skills in ict ,a guide to the project management body of knowledge (pmbok guide),book,pmbok knowledge de project management standard guide body connaissances gestion
 sports law ,sports law,book,legislation sport australia law
 sports law ,victorian reports,journal,digest database victoria report australian etc victorian law
 sports law ,australian and new zealand sports law journal,journal,periodical journal legislation australian sport zealand australia new law
 criminal law and procedure ,university of western australia law review,journal,periodical review australia review western law university
" spies, saboteurs and secret agents ",world politics,journal,relation periodical politics world international
" spies, saboteurs and secret agents ",review of international studies,journal,relation periodical study review international law
 microeconomics a ,microeconomics,book,teach microeconomics textbook secondary study
 page and stage ,shakespeare,journal,william periodical 1564 shakespeare 1616
 future learning design 2019 ,teaching for quality learning at university: what the student does,book,rating student teach quality student college university learn
 managing uncertainty through scenario planning ,scenario planning: the link between future and strategy,book,strategic link communication future planning strategy management make decision scenario
 dynamics of cultural diversity in the workplace and the community ,human resource development review,journal,periodical organizational service resource development review human learn
 dynamics of cultural diversity in the workplace and the community ,organizational behavior and human decision processes,journal,behavior industrial periodical organizational psychologie travail du psychology process riodiques human decision pe
 dynamics of cultural diversity in the workplace and the community ,higher education research & development,journal,high periodical university development australia education research college
 current debates in education ,critical studies in education,journal,periodical study australia education critical
 academic learning skills ,the international journal of the first year in higher education,journal,high orientation teach journal student first college education year international
 academic learning skills ,"eats, shoots & leaves: the zero tolerance approach to punctuation",book,zero punctuation leaf eats english tolerance language shoot humor approach
" society, culture and ecology in asia ",contours,journal,periodical agriculture forestry contour australia forest fishery
" society, culture and ecology in asia ",climate change and social ecology: a new perspective on the climate challenge,book,geography perspective science climate ecology challenge change new social change human climatic
" old media, new media ",convergence: the international journal of research into new media technologies,journal,convergence journal technology new research international medium
 forensic science (professional practice) masters project ,forensic approaches to buried remains,book,anthropology remains science forensic approach bury investigation criminal
 teaching english in secondary schools ,critical literacies in the primary classroom,book,literacy classroom education aufsatzsammlung critical australien primary
 teaching english in secondary schools ,developing literacy in the secondary classroom,book,secondary teach develop middle classroom language art study literacy school
 critical topics in communication and media studies ,key concepts in creative industries,book,concept cultural economic key creative social culture industry aspect
 health research and evidence based nursing care ,worldviews on evidence-based nursing,journal,medicine worldviews periodical base evidence nursing
 health research and evidence based nursing care ,the systematic review,article,classify science systematic health elsewhere review 111000 medical nursing
 health research and evidence based nursing care ,defining knowledge translation,article,knowledge science base define translation practice network evidence implementation
 overseas aid and international development (oua) ,down the great financial drain: how debt and the washington consensus destroy development and create poverty,article,l drain development b h washington debt k great c create destroy r financial e consensus poverty
 overseas aid and international development (oua) ,"post-development, foucault and the colonisation metaphor",article,340213 economic metaphor post development foucault colonisation growth michel
 overseas aid and international development (oua) ,"briefing: ebola-myths, realities, and structural violence",article,literature science reality write structural ebola myth nonfiction library violence information briefing
 overseas aid and international development (oua) ,chinas new role in asia and the south,article,foreign relation china century economic condition development role 21st new asia social south
 overseas aid and international development (oua) ,the china journal,journal,periodical 1949 china journal politics government
 overseas aid and international development (oua) ,development,journal,periodical morphology biology embryology development animal developmental
 screen texts ,theories of authorship: a reader,book,reader direction picture picture theory motion auteur production theory authorship
 principles of counselling 2 ,psychotherapy,journal,psychotherapy periodical illness treatment mental
 principles of counselling 2 ,clinical psychology review,journal,pathological psychotherapy periodical psychology review clinical
 democracy in doubt ,governance,journal,publique science science riodiques governance la policy administration politique pe de
 media governance and globalisation ,journal of communication inquiry,journal,inquiry knowledge communication journal question connaissance recherche riodiques la theory orie pe de
 media governance and globalisation ,new media and the nation in malaysia: malaysianet,book,nation malaysianet internet new social malaysia policy aspect medium digital government
 campaign management ,public relations campaigns,book,relation business campaign mass management public medium
 macroeconomics b ,the structure of post-keynesian economics: the core contributions of the pioneers,book,economist keynesian structure economics post core contribution keyne pioneer sianisme
 human resource management perspectives ,managing human resources,book,manage personnel textbook management australia human resource
 youth cultures ,gender and education,journal,woman periodical teach sex discrimination gender role education study
 youth cultures ,journal of contemporary ethnography,journal,anthropology urban periodical ethnography cultural journal sociology contemporary
 modern japan ,memory and history in twentieth-century australia,book,n l twentieth b u h memory century australia history c r g x e
 issues and crisis management ,"mediation: principles, process, practice",book,dispute mediation conflict management process law practice resolution principle
 teaching physical education ,health literacy and the australian curriculum for health and physical education: a marriage of convenience or a process of empowerment?,article,physical aim curriculum medical objective marriage process literacy strategy education convenience australian center planning health empowerment
 social bases of behaviour ,how to write psychology research reports and essays,book,research style write report manual psychology write report authorship essay
 international management ,forbes,journal,business periodical forbes industry
 international management ,"international management behavior: text, readings, and cases",book,enterprise behavior business organizational case reading management culture international text
 approaches to writing and reading ,sudden fiction international,book,story fiction flash sudden english translation international short
 approaches to writing and reading ,fiction 100: an anthology of short fiction,book,fiction h 100 r anthology e short
 creating and managing effective learning environments ,classroom management: engaging students in learning,book,student teach classroom management engage learn
 advanced research in the arts (oua) ,doing research in the real world,book,science real methodology social world research onderzoeksmethoden
 introduction to community development ,developing communities for the future,book,future develop community development australia community
 introduction to community development ,using foucaults methods,book,sociology philosophy historical foucault foucault method culture use michel
 stakeholder governance in a business-society ecosystem ,california management review,journal,industrial periodical california management review
 advanced research in the arts ,method meets art: arts-based research practice,book,method science meet qualitative society methodology base research art practice art
 advanced research in the arts ,a students guide to presentations: making your presentation count,book,communication oral presentation make guide high academic count speak study student teach dissertation presentation public
 advanced research in the arts ,"how to prepare, stage, and deliver winning presentations",book,business communication economics meeting stage presentation prepare win public speak deliver
 advanced research in the arts ,advanced presentations by design: creating communication that drives action,book,business communication create economics action presentation drive advanced design meeting
 critical topics in communication and media studies ,the creative industries: culture and policy,book,cultural creative policy industry culture government
 global media and culture ,critical arts,journal,africa periodical mass art critical medium south
 global media and culture ,understanding the business of global media in the digital age,book,global business economic mass globalization understand age aspect medium digital
 global media and culture ,journal of marketing communications,journal,behavior theory communication journal communication marketing consumer
 global media and culture ,"media, culture and society: an introduction",book,mass society popular introduction social culture aspect medium
 global media and culture ,media and everyday life,book,science mass everyday study social general aspect medium life
 wildlife comparative pathology ,veterinary pathology,journal,periodical pathologie te veterinary pathology riodiques rinaire pe
 wildlife comparative pathology ,australian veterinary journal,journal,medicine periodical journal veterinary australia australian
 wildlife comparative pathology ,fowlers zoo and wild animal medicine: current therapy,book,wild animal medicine zoo therapy disease fowler current wildlife animal
 wildlife comparative pathology ,"wildlife pathology short course, camden, february 2012",book,camden course 2012 bycatch pathology february management biochemistry wildlife fishery short
 wildlife comparative pathology ,journal of zoo and wildlife medicine,journal,wild medicine periodical zoo journal animal wildlife
 wildlife comparative pathology ,diseases of aquatic organisms,journal,periodical biology marine disease aquatic fish organism
 wildlife medicine ,current therapy in reptile medicine and surgery,book,medicine therapy disease reptile current amphibian surgery captive reptile
 wildlife medicine ,"the comparative pathology of zoo animals: proceedings of a symposium held at the national zoological park, smithsonian institution, october 2-4, 1978",book,2 zoo congress veterinary disease held animal smithsonian zoological symposium proceeding national 1978 october comparative pathology park 4 institution
 wildlife medicine ,crc handbook of marine mammal medicine,book,mammal medicine health rehabilitation veterinary marine manual crc etc wildlife mammal handbook handbook
 wildlife medicine ,journal of avian medicine and surgery,journal,medicine periodical avian journal veterinary injury surgery bird
 wildlife medicine ,zoo & wild animal medicine,book,medicine wild animal zoo veterinary disease wildlife animal
 wildlife medicine ,nonhuman primates in biomedical research,book,laboratory nonhuman animal research biomedical primate
"psychiatry, psychology and the law",australian & new zealand journal of psychiatry,journal,journal zealand new psychiatry australian
"mobile worlds migrants, refugees and the politics of belonging",european journal of cultural studies,journal,periodical journal cultural popular zeitschrift study culture culturele european
european human rights law,"work, employment & society",journal,industrial periodical relation sociology employment society work social aspect
alternative and mainstream communities,rural sociology,journal,sociology periodical rural
communications and cultures in the global era,international business review,journal,enterprise business periodical review international
corporate social responsibility and business ethics,the australian financial review,journal,periodical security australia review finance financial australian
european human rights law,industrial relations journal,journal,industrial periodical relation journal arbeidsverhoudingen
introduction to mental health issues,journal of affective disorders,journal,periodical disorder journal anxiety depression affective mental
advanced molecular biology modern concepts and applications,quarterly review of film and video,journal,periodical film recording quarterly picture review motion video
