COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
facility and risk management for hospitality operations,worldwide hospitality and tourism themes,journal,worldwide tourism theme hospitality
facility and risk management for hospitality operations,cornell hospitality quarterly,journal,riodiques quarterly cornell gestion periodical ho industry hospitality pe tels restaurant
facility and risk management for hospitality operations,case studies in rooms operations and management,book,problem hotel front ho management tels ca cas formation study de tudes desk operation room case personnel ceptionnistes excercises etc e
facility and risk management for hospitality operations,international journal of hospitality management,journal,journal service hotel international periodical food management hospitality restaurant
facility and risk management for hospitality operations,management review,journal,state united review periodical management personnel
fact or fiction,the new testament a historical introduction to the early christian writings,book,testament new bible writing historical christian n early introduction
fact or fiction,literary criticism of the old testament,book,interpretation literary old criticism bible etc pentateuch testament
fact or fiction,old testament parallels laws and stories from the ancient near east,book,law story old ancient eastern literature east parallel relation source near middle testament
fact or fiction,an introduction to old testament study,book,testament interpretation old criticism history study bible etc introduction
fact or fiction,the study companion to old testament literature an approach to the writings of pre exilic and exilic israel,book,interpretation old criticism literature israel exilic study bible writing approach etc companion pre testament
fact or fiction,ecclesiastes,book,commentary bible ecclesiastes
fact or fiction,a whirlpool of torment israelite traditions of god as an oppressive presence,book,biblical teach theodicy tradition presence israelite torment oppressive teaching whirlpool theodizee god
fact or fiction,israel in exile a theological interpretation,book,biblical theological teach old interpretation israel bible exile theology testament
fact or fiction,psalms part 1 with an introduction to cultic poetry,book,criticism bible commentary lx introduction part psalm cultic poetry form 1
family relations and social development,violence against women,journal,crime abuse violent periodical woman violence
family relations and social development,european child adolescent psychiatry,journal,european child pathological psychology adolescent psychiatry
family relations and social development,journal of marriage and family,journal,problem journal marriage social periodical family
family relations and social development,teen girls sexual double standards and sexting gendered value in digital image exchange,article,image gendered slut teen femininity messenger sexting standard value blackberry sexual digital sham girl exchange double
family relations and social development,journal of child psychology and psychiatry,journal,journal periodical child psychology psychiatry
family relations and social development,developmental psychology,journal,developmental periodical development child psychology
family relations and social development,feminist theory,journal,periodical theory feminism feminist
family relations and social development,child development,journal,periodical psychology development child
family relations and social development,plos one,journal,plos 1109 one neuroscience
family relations and social development,computers in human behavior,journal,process behavior behavioral data human science computer psychology
feature writing,the australian,journal,wale australian newspaper w new sydney south n australia
feature writing,the age,journal,australian newspaper age melbourne australia vic victoria
feature writing,writing feature stories how to research and write newspaper and magazine articles,book,story research newspaper journalism feature article magazine authorship write
feature writing,the new york times,journal,state newspaper new united time york n county
feature writing,the age melbourne australia,journal,event news humanity melbourne current australia art age
festival and special events planning,event management,journal,event festival tourism feesten periodical management
festival and special events planning,tourism management,journal,tourism ecotourism management market australia
festival and special events planning,tourism review international,journal,pacific tourism international area review periodical
festival and special events planning,journal of policy research in tourism leisure and events,journal,journal research event travel economics tourism social leisure consumption aspect policy
festival and special events planning,journal of convention event tourism,journal,journal state event tourism united convention periodical facility management industry hospitality
festivals and events,event tourism definition evolution and research,article,research event evolution tourism 1506 definition
festivals and events,tourism management,journal,tourism ecotourism management market australia
festivals and events,international journal of event and festival management,journal,journal riodiques event culturelles festival international publication periodical management pe manifestation
festivals and events,research and scholarship the basis of tourism education reprint of original article published in v 1 no 1 1990 33 41,article,research v original platform 33 tourism 1990 41 reprint scholarship education article advocacy publish adaptancy basis 1
festivals and events,international journal of contemporary hospitality management,journal,journal international contemporary publication periodiques periodical management industry hospitality
festivals and events,journal of travel research,journal,journal research travel periodical voyage
festivals and events,the image a guide to pseudo events in america,book,civilization american state culture image pseudo guide characteristic history national united event america 1945 popular century 20th
festivals and events,journal of advertising,journal,journal research advertise periodical advertising
festivals and events,journal of policy research in tourism leisure and events,journal,journal research event travel economics tourism social leisure consumption aspect policy
festivals and events,journal of convention event tourism,journal,journal state event tourism united convention periodical facility management industry hospitality
festivals and events,annals of tourism research,journal,research tourism annals periodical toerisme
festivals and events,scandinavian journal of hospitality and tourism,journal,journal scandinavian tourism periodical industry hospitality scandinavia
festivals and events,the conversation,journal,conversation newspaper colleges international economic relation organization university
festivals and events,journal of tourism studies,journal,journal research tourism study australia
festivals and events,international journal of advertising,journal,journal riodiques advertise international periodical pe publicite advertising
festivals and events,leisure studies,journal,tourism study periodical leisure recreation
festivals and events,journal of european industrial training,journal,journal employee betriebswirtschaftsstudium european training executive industrial periodical train
film studies cinema culture context,quarterly review of film and video,journal,film quarterly picture review video periodical motion recording
film studies cinema culture context,film quarterly,journal,film picture periodical motion radio quarterly
film studies cinema culture context,national identities,journal,characteristic nationalism national identity periodical ethnicity
film studies cinema culture context,the film experience an introduction,book,film evaluation teach picture study motion experience introduction
film studies cinema culture context,documentary screens non fiction film and television,book,film program state noonan history criticism documentary chris screen fiction non police television 1989
film studies cinema culture context,the technique of film and video editing history theory and practice,book,film tape history picture theory video motion digital technique practice edit
film studies cinema culture context,genre,journal,australian periodical genre art victoria
film studies cinema culture context,south asian popular culture,journal,culture asia popular periodical south asian
finance law,securities and financial services law,book,law service industry stock financial australia security exchange legislation
finance law,fundamentals of corporate finance,book,problem corporate finance etc corporation exercise fundamental australia
finance law,fords principles of corporations law,book,law ford principles corporation australia
finance law,understanding company law,book,law company understand corporation australia
finance law,corporations law in principle,book,law problem service principle etc corporation exercise australia financial
finance law,business finance,book,business finance enterprise management corporation cash
finance law,law institute journal,journal,law journal institute
finance law,corporate governance theories principles and practice,book,law corporate zealand director new governance principles corporation theory australia practice
finance law,australian corporate law,book,law australian corporate governance corporation australia legislation
finance law,financial management principles and applications,book,business finance principle enterprise management application corporation australia financial
finance law,banking law in australia,book,banking bank australia law
financial analysis for hotels conventions and events,business credit,journal,credit business
financial analysis for hotels conventions and events,cornell hospitality quarterly,journal,riodiques quarterly cornell gestion periodical ho industry hospitality pe tels restaurant
financial analysis for hotels conventions and events,the economist,journal,great economics history commerce economist periodical britain economic
financial analysis for hotels conventions and events,the bottom line,journal,centre service community seo2 750399 line quality classify management aquatic bottom elsewhere
financial analysis for hotels conventions and events,better investing,journal,well invest finance periodical investment
financial institutions instruments and markets,reserve bank of australia bulletin,journal,bulletin statistic bank 1990 condition finance periodical 1976 reserve australia economic
financial institutions instruments and markets,financial institutions and markets,book,institution finance market australia financial
financial institutions instruments and markets,financial markets money and risk,book,finance risk monetary market policy financial money
financial institutions instruments and markets,sydney morning herald,journal,sydney morning herald
financial institutions instruments and markets,financial planning in australia,book,personal investment finance plan australia financial
financial management in health care,plos one,journal,plos 1109 one neuroscience
financial management in health care,australian health review,journal,australian review health
financial management in health care,the australian health care system,book,australian medical health care system policy public australia
financial management in health care,leading and managing health services an australasian perspective,book,service administration health lead australasian australasia manage nurse perspective australia
financial management in health care,accounting horizons,journal,research state account united periodical accounting horizon
financial reporting,journal of financial economics,journal,journal economics financie finance periodical financial n investment
financial reporting,company accounting,book,company account corporation accounting australia
financial reporting,journal of accounting and economics,journal,journal account economics periodical accounting
financial reporting,the australian financial review,journal,australian review finance periodical financial australia security
financial reporting,abacus,journal,australian statistic association acoa section officer abacus official administrative bureau periodical clerical employee committee australia ab
fisheries biology,journal of fish biology,journal,journal great fish periodical britain biology ichthyologie
fisheries biology,scientific american,journal,scientific american periodical technology science
fisheries biology,science,journal,periodical science natuurwetenschappen
fisheries biology,trends in ecology evolution,journal,trend ecology periodical biology evolution
fisheries biology,environmental biology of fishes,journal,riodiques ecology poissons fish periodical environmental biology pe
fisheries management,marine ecology progress series,journal,riodiques ecology ecologie periodical e marine cologie pe series mariene progress
fisheries management,coastal management,journal,coastal management
fisheries management,trends in ecology evolution,journal,trend ecology periodical biology evolution
fisheries management,aquatic conservation marine and freshwater ecosystems,journal,conservation riodiques ecosystem resource eaux ecology des e marine cologie aquatic pe freshwater
fisheries management,fish and fisheries,journal,journal fish periodical electronic fishery
fisheries management,philosophical transactions of the royal society b biological sciences,journal,biological transaction philosophical history society science royal natural b
fisheries management,pacific affairs,journal,pacific asia east pan international periodicals relation affair periodical cooperation
fisheries management,frontiers in ecology and the environment,journal,ecology environment periodical environmental science frontier
fisheries management,ecological applications,journal,protection ecology ecological periodical environmental application
fisheries management,ecology letters,journal,periodical ecology zeitschrift letter
fisheries management,science new york n y,journal,literature juvenile new periodical science york n
fisheries management,ices journal of marine science,journal,journal ice fish ocean periodical science marine fishery
fisheries management,ocean coastal management,journal,resource ecology ocean periodical coastal marine management
fisheries management,marine pollution bulletin,journal,bulletin periodical marine pollution biology
fisheries management,proceedings of the national academy of sciences,journal,academy physics national periodical science biology proceed
fisheries management,conservation letters,journal,conservation biodiversity monitoring protection letter periodical environmental management
fisheries management,plos one,journal,plos 1109 one neuroscience
fisheries management,journal of applied ecology,journal,journal agriculture ecology periodical apply biology economic
fisheries management,science,journal,periodical science natuurwetenschappen
fisheries management,current biology,journal,periodical current biology
food and beverage operations,international journal of contemporary hospitality management,journal,journal international contemporary publication periodiques periodical management industry hospitality
food and beverage operations,food quality and preference,journal,control trade preference periodical quality food industry
food and beverage operations,british food journal,journal,british journal trade great adulteration periodical food britain industry marketing inspection
food and beverage operations,journal of hospitality and tourism management,journal,journal tourism periodical management industry hospitality australia
food and beverage operations,work employment and society,journal,sociology work social society industrial periodical employment aspect
food and beverage operations,journal of hospitality tourism research,journal,journal service research teach tourism study periodical tourisme food management hospitality restaurant
food and beverage operations,food and foodways,journal,history social periodical habit food foodways aspect
food and beverage operations,journal of travel research,journal,journal research travel periodical voyage
food and beverage operations,flavour,journal,receptor flavour chemoreceptor periodical sens sensory cell chemical
food and beverage operations,international journal of hospitality management,journal,journal service hotel international periodical food management hospitality restaurant
food and beverage operations,procedia social and behavioral sciences,journal,behavioral social periodical procedia science
food and beverage operations,the journal of popular culture,journal,journal culture popular periodical popkultur
food and beverage operations,cornell hospitality quarterly,journal,riodiques quarterly cornell gestion periodical ho industry hospitality pe tels restaurant
food and beverage operations,journal of foodservice,journal,cater journal foodservice trade periodical food industry caterer
food and beverage operations,international journal of hospitality tourism administration,journal,journal administration tourism international periodicals periodical management industry hospitality
food and beverage operations,journal of foodservice business research,journal,journal service foodservice research business periodical food management restaurant marketing
food and drink in contemporary society,journal of agricultural and environmental ethics,journal,journal agricultural riodiques agriculture ethical moral periodical environmental pe aspect ethic
food and drink in contemporary society,choice cuts a savory selection of food writing from around the world and throughout history,book,cook literary world collection din savory history selection dinner cut food throughout write around choice
food and drink in contemporary society,annual review of nutrition,journal,riodiques nutrition annual review periodical pe
food and drink in contemporary society,food as communication communication as food,book,habit food culture communication
food and drink in contemporary society,journal of australian studies,journal,civilization journal australian study periodical life intellectual australia
food and drink in contemporary society,food and cultural studies,book,preference study habit kookkunst food cultural
food and drink in contemporary society,the taste culture reader experiencing food and drink,book,cook culture taste food beverage experience reader drink
food and drink in contemporary society,bulletin of the world health organization,journal,bulletin world health organization periodical public
food and drink in contemporary society,food culture and society an international journal of multidisciplinary research,journal,journal research culture nutrition multidisciplinary international social society periodical food aspect policy
food and drink in contemporary society,food studies an introduction to research methods,book,research teach study methodology food method introduction
food and drink in contemporary society,the invention of the restaurant,book,19th history paris habit century food 18th france invention restaurant
food and drink in contemporary society,gastronomica,journal,food culture gastronomy gastronomica
food and wine writing,feature writing telling the story,book,story feature authorship communication write tell technique
food and wine writing,how to read texts a student guide to critical approaches and skills,book,manual handbooks guide literature history criticism texts read skill approach etc student critical
food and wine writing,innovation in australian arts media design fresh challenges for the tertiary sector,book,research high teach colleges australian tertiary design study medium sector challenge fresh innovation art australia university
food and wine writing,how fiction works,book,work criticism history fiction technique
food and wine writing,genre,book,australian periodical genre art victoria
food and wine writing,choice cuts a savory selection of food writing from around the world and throughout history,book,cook literary world collection din savory history selection dinner cut food throughout write around choice
food and wine writing,the handbook of creative writing,book,creative writing handbook schrijven write composition general
food and wine writing,gastronomica,journal,food culture gastronomy gastronomica
food and wine writing,the routledge companion to research in the arts,book,research kunstwissenschaft forschung routledge companion art
food and wine writing,postcards from surfers stories,book,story australian postcard social custom life fiction short australia surfer
food and wine writing,australian author,journal,periodical australian author literature
food and wine writing,writing poems,book,poem rfattarskap authorship write fo poetry
food and wine writing,the space between australian women writing fictocriticism,book,australian space criticism literature history experimental fictocriticism fiction woman write technique
food and wine writing,writing fiction a guide to narrative craft,book,craft rhetoric guide narration fiction authorship write technique narrative
food and wine writing,australian book review,journal,australian book review periodical australia
food technology and society,science of the total environment,journal,research ecology environment human total periodical environmental chemistry science
food technology and society,health promotion journal of australia official journal of australian association of health promotion professionals,journal,journal australian association professional health official periodical australia promotion
food technology and society,journal of the american dietetic association,journal,journal american diet association periodical disease dietetics dietetic
food technology and society,social science medicine,journal,medical sociology social 06 periodical 44 science medicine
food technology and society,nutrition the inside story,book,story health nutrition economics home aspect inside
food technology and society,the coming famine the global food crisis and what we can do to avoid it,book,trade change global climatic avoid famine food crisis industry supply come
forensic anatomy and anthropology,science,journal,periodical science natuurwetenschappen
forensic anatomy and anthropology,forensic science medicine and pathology,journal,pathology legal science forensic medicine
forensic anatomy and anthropology,scientific american,journal,scientific american periodical technology science
forensic anatomy and anthropology,journal of forensic sciences,journal,journal medical periodical chemie science forensic jurisprudence medicine gerechtelijke
forensic anatomy and anthropology,journal of anatomy,journal,journal riodiques anatomie anatomy periodical pe
forensic anatomy and anthropology,australian family physician,journal,australian physician periodical physicians family medicine australia practice general
forensic anatomy and anthropology,forensic science international,journal,medical international periodical chemistry chemie science forensic jurisprudence gerechtelijke
forensic anatomy and anthropology,nature,journal,riodiques ciencia nature publicaciones science biology pe periodicas
forensic anatomy and anthropology,australian journal of zoology,journal,journal australian zoology periodical australia
formation based learning primary care,british journal of nursing br j nurs,journal,journal british nurs br care j nursing nurse
formation based learning primary care,australian journal of primary health,journal,primary australian journal health care periodical australia
formation based learning primary care,the journal for nurse practitioners,journal,periodical nurse practitioner journal
formation based learning primary care,australian and new zealand fundamentals of nursing,book,handbooks manual australian zealand new etc fundamental nursing medicine australia nurse handbook
formation based learning primary care,nursing standard,journal,great periodical standard britain nursing nurse
formation based learning primary care,clinical psychomotor skills assessment tools for nurses,book,assessment skill clinical standard tool nursing nurse australia practice competence psychomotor
formation based learning primary care,community health and wellness primary health care in practice,book,primary community health social care public wellness medicine aspect australia practice promotion
foundations english,the cambridge encyclopedia of the english language,book,manual language english encyclopedias etc encyclopedia cambridge handbook
foundations english,language literacy and early childhood education,book,teach language study education childhood literacy child early
foundations english,an introduction to language,book,languages linguistics language introduction
foundations english,child development,book,periodical psychology development child
foundations english,literacy reading writing and childrens literature,book,primary language literature read literacy write childrens art australia
foundations english,literacy for the 21st century a balanced approach,book,primary language teach 21st literature study approach literacy century balance art
foundations of accounting,accounting an introduction,book,problem statement account etc exercise accounting financial introduction
foundations of accounting,accounting business reporting for decision making,book,business account making textbooks make decision accounting report
foundations of accounting,contemporary accounting,book,problem account textbooks contemporary etc exercise accounting australia
foundations of accounting,accounting information for business decisions,book,business textbook account plan decision accounting information
foundations of accounting,accounting what the numbers mean,book,textbook number account managerial mean accounting
foundations of business law,business law guidebook,book,law manual handbooks business guidebook etc australia commercial handbook
foundations of business law,principles and practice of australian law,book,law australian right human principle australia practice
foundations of business law,concise australian commercial law,book,law australian concise australia commercial
foundations of business law,connecting with law,book,law connect administration vocational justice australia guidance
foundations of business law,the law of partnership in australia,book,law partnership australia a4
foundations of business law,contract law in australia,book,australia contract law
foundations of business law,australian commercial law,book,law australian australia commercial
foundations of business law,laying down the law,book,law research legal lay australia
foundations of business law,introducing the law,book,law introduce australia
foundations of business law,a guide to business law,book,law business guide australia commercial
foundations of business law,business law,book,law business australia contract commercial
foundations of business law,australian business law,journal,law australian business australia commercial
foundations of business law,carters guide to australian contract law,book,law australian carter guide contract australia
foundations of communication,messages an introduction to communication,book,language social study medium introduction communication art message discipline
foundations of communication,international communication a reader,book,globalization language international mass medium technology communication reader
foundations of communication,mcquails mass communication theory,book,mass informationstheorie medium mcquails communication theory philosophy
foundations of communication,visual methodologies an introduction to researching with visual materials,book,research material comunicacio methodology literacy introduction communication n visual
foundations of communication,popular communication,journal,riodiques culture dia popular populaire periodical communication pe
foundations of communication,communication studies,book,periodical oratory communication study
foundations of communication,international political sociology,journal,sociology international relation political periodical
foundations of computer systems,principles of information systems,book,study system principles australasia management case information
foundations of computer systems,the book of informatics,book,resource book textbooks technology management informatics information
foundations of computer systems,the c programming language,book,language program programming computer c
foundations of computer systems,introduction to information systems supporting and transforming business,book,business support system technology management computer network information transform introduction
foundations of computer systems,computers are your future complete,book,complete future science computer
foundations of effective leadership,in praise of the incomplete leader,article,activity howard minister leader political biography praise john prime incomplete
foundations of effective leadership,organisational behaviour,book,behavior behaviour organizational leadership organisational australia
foundations of effective leadership,human resource management review,journal,state resource united review human periodical management personnel
foundations of effective leadership,leadership,journal,school organization periodical education management california leadership
foundations of effective leadership,the leadership quarterly,journal,relation periodical management interpersonal leadership quarterly
foundations of effective leadership,public management review,journal,administration review local periodical management government public
foundations of effective leadership,personnel psychology,journal,riodiques direction occupational periodical management pe psychology personnel
foundations of effective leadership,managing for the future organizational behavior processes,book,personal process change behavior future managing organizational administracio de management n personnel
foundations of effective leadership,the practice of adaptive leadership tools and tactics for changing your organization and the world,book,world change organizational organization organisationswandel tool tactic adaptive leadership practice
foundations of effective leadership,harvard business review,journal,business history commerce review periodical harvard economic
foundations of effective leadership,creative tension,article,business creative tension innovation general
foundations of effective leadership,real leadership helping people and organizations face their toughest challenges,book,real business economics executive organization challenge people help face leadership tough
foundations of effective leadership,international journal of management reviews,journal,journal international review industrial periodical management
foundations of effective leadership,international journal of disaster resilience in the built environment,journal,journal international build environment disaster resilience
foundations of finance,accounting organizations and society,journal,account social society organization periodical accounting aspect
foundations of finance,journal of financial economics,journal,journal economics financie finance periodical financial n investment
foundations of finance,accounting finance,journal,periodical accounting finance account
foundations of finance,journal of applied corporate finance,journal,journal riodiques corporate gouvernement finance te periodical socie corporation pe entreprise applied
foundations of finance,journal of finance,journal,journal nkhlang thailand ka finance periodical krasu ang
foundations of marketing,harvard business review dec,journal,dec business review executive network leadership harvard
foundations of marketing,harvard business review,journal,business history commerce review periodical harvard economic
foundations of marketing,marketing 3 0 from products to customers to the human spirit,book,business economics human distribution product 0 spirit market customer marketing 3 general
foundations of marketing,california management review,journal,review industrial periodical management california
foundations of marketing,mit sloan management review,journal,administration review mit industrial organization periodical sloan management
foundations of marketing,marketing,book,internet commerce periodical electronic marketing
foundations of marketing,marketing real people real choices,book,real vocational people choice market marketing australia guidance
foundations of marketing,marketing theory evidence practice,book,evidence profession industrial management market theory marketing practice
foundations of marketing,business horizons,journal,state business unite condition periodical horizon economic general
foundations of marketing,journal of marketing,journal,journal riodiques periodical pe market marketing
foundations of torts,tort law review,journal,law review tort
foundations of torts,indigenous law bulletin,journal,law australian status bulletin aboriginal legal indigenous periodical etc people australia
foundations of torts,torts,book,australia tort
foundations of torts,the law handbook your practical guide to the law in new south wales,book,wale handbooks law manual guide new south etc jurisprudence practical handbook
foundations of torts,the australian,journal,wale australian newspaper w new sydney south n australia
foundations of torts,alternative law review,journal,law alternative social review periodical reform aspect australia
foundations of torts,law society journal,journal,law society journal
foundations of torts,aboriginal history,journal,australian riodiques ethnology ethnologie history aboriginal australie periodical pe australia
foundations of torts,the age,journal,australian newspaper age melbourne australia vic victoria
foundations of torts,sydney law review,journal,law review periodical sydney australia
foundations of torts,aboriginal law bulletin,journal,law australian status bulletin aboriginal legal indigenous periodical etc people australia
foundations to nursing,bmc nursing,journal,teach bmc great study education periodical britain nursing nurse
foundations to nursing,law for nurses and midwives,book,law status legal midwife etc nursing nurse australia legislation
foundations to nursing,australian journal of advanced nursing the,journal,journal australian periodical nursing nurse australia advance
foundations to nursing,contexts of nursing an introduction,book,social contexts introduction nursing nurse aspect australia ethic
foundations to nursing,advances in health sciences education,journal,riodiques teach tude medical health dentistry decine et study education e science enseignement pe advance
foundations to nursing,clinical reasoning learning to think like a nurse,book,australian reason medical teach like study logic think clinical nursing learn nurse
foundations to nursing,australian and new zealand fundamentals of nursing,book,handbooks manual australian zealand new etc fundamental nursing medicine australia nurse handbook
foundations to nursing,contemporary nurse,journal,contemporary care periodical nurse australia
foundations to nursing,medsurg nursing,journal,medsurg periodical operative procedure surgical nursing
fourth year seminar,code of ethics,book,medical ethic code medicine australia practice
fourth year seminar,science communication,journal,social periodical science communication medicine
fourth year seminar,ethical issues in behavioral research basic and applied perspectives,book,research issue experimentation business ethical behavioral animal apply ethic psychology perspective basic
fourth year seminar,social psychology,book,sociale riodiques psychologie social periodical pe psychology
fourth year seminar,contemporary debates in applied ethics,book,ethik contemporary debate apply ethic angewandte philosophy
fourth year seminar,principles of research in behavioral science,book,research behavioral principle methodology science behaviorism psychology
fourth year seminar,the canberra times,journal,canberra australian newspaper capital territory time australia c
fourth year seminar,australian psychologist,journal,australian periodical psychologist psychology australia
fourth year seminar,inpsych the bulletin of the australian psychological society ltd,journal,inpsych australian bulletin society ltd periodical psychology psychological
framing modernity,artforum international,journal,revistas artforum international periodical art arte
framing modernity,painter of modern life and other essays,book,19th history criticism paris painter century life france essay art modern
framing modernity,art and propaganda in the twentieth century the political image in the age of mass culture,book,image culture propaganda twentieth mass art political century politics 20th age modern
framing modernity,african arts,journal,angeles riodiques african study los periodical california center pe art africain university
framing modernity,art in theory 1900 1990 an anthology of changing ideas,book,change 1990 1900 theory art visual century idea anthology 20th philosophy modern
framing modernity,art journal,journal,journal study periodical teaching art
framing modernity,vision and difference femininity feminism and histories of art,book,nstlerin difference frau ku history femininity art feminism vision
framing modernity,filozofski vestnik,journal,periodical vestnik filozofski philosophy
framing modernity,art bulletin,journal,periodical art kunst bulletin
framing modernity,e flux,journal,e flux
framing modernity,the originality of the avant garde and other modernist myths,book,literary garde postmoderne modernism theme creation motif originality artistic myth etc aspect avant art modernist psychological
framing modernity,art since 1900 modernism antimodernism postmodernism,book,modernism 1900 antimodernism art century postmodernism 20th since modern
framing modernity,art history the key concepts,book,histoire history key anglais sthetik dictionnaires art concept
framing modernity,partisan review,journal,american history criticism literature review socialism periodical partisan
framing modernity,journal of art historiography,journal,journal periodical visual art historiography general
framing modernity,art and social change,book,change history criticism social political art aspect
frontiers in marine science ii physical and chemical oceanography,journal of coastal research,journal,journal research ecology coast periodical coastal
frontiers in marine science ii physical and chemical oceanography,marine chemistry,journal,oceanography periodical chemistry marine chemical
frontiers in marine science ii physical and chemical oceanography,annual review of marine science,journal,annual review periodical science marine
frontiers in marine science ii physical and chemical oceanography,nature,journal,riodiques ciencia nature publicaciones science biology pe periodicas
frontiers in marine science ii physical and chemical oceanography,treatise on estuarine and coastal science,book,ecology estuarine coast coastal science treatise
frontiers in marine science ii physical and chemical oceanography,global biogeochemical cycles,journal,journal biogeochemical global access cycle online periodical regional
frontiers in marine science ii physical and chemical oceanography,continental shelf research,journal,periodical continental shelf research
future learning design 2018,evidence based teaching a practical approach,book,teach teacher great evidence effective base approach britain teaching practical effectiveness
future learning design 2018,self determined blended learning a case study of blended learning design,article,1303 design blend study four digit determine case learn self
future learning design 2018,new directions for adult and continuing education,journal,continue state direction united unite new education periodical adult
future learning design 2018,how people learn brain mind experience and school,book,brain mind school social people experience psychology learn aspect
future learning design 2018,australasian journal of educational technology,journal,journal educational telecommunication education periodical technology australasian australia
future learning design 2018,the journal of emergency medicine,journal,periodical emergency medicine journal
future learning design 2018,university teaching in focus a learning centred approach,book,teach effective approach focus teaching management college classroom centre university learning
future learning design 2018,assessment evaluation in higher education,journal,high evaluation test education periodical assessment
future learning design 2018,teaching for quality learning at university what the student does,book,teach rating quality student college learn university
future learning design 2018,journal of strategic management education,journal,journal state united unite plan education periodical student management college strategic university
future learning design 2018,from reflection to action barriers and bridges between higher education teachers thoughts and actions,article,act bridge high teacher reflection workplace relation higher thought education participation 1996 policy public government action barrier australia
future learning design 2018,teaching with rubrics the good the bad and the ugly,article,story language teach good adventure bad linguistics theme rubric fiction ugly motives
future learning design 2018,the role of self in teacher development,book,state teacher role united development train self effectiveness
future learning design 2018,making teaching work teaching smarter in post compulsory education,book,compulsory teach teacher work post effective make education teaching smart college train
future learning design 2018,the lecturers toolkit a practical guide to assessment learning and teaching,book,manual handbooks lecturer teach assessment guide learn lecture toolkit etc method college practical handbook
future learning design 2018,higher education research development,journal,research high education periodical development college australia university
future learning design 2018,the reflection integration model a process for facilitating reflective learning,article,high reflective process reflection integration education learn model practice facilitate learning
future learning design 2018,authentic conditions for authentic assessment aligning task and assessment,article,task condition authentic align assessment
future learning design 2018,the teacher educator,journal,teach teacher periodical educator train
future learning design 2018,college teaching,journal,high teach education periodical curricula teaching college university
future learning design 2018,the lecturers toolkit 4th edition,book,lecturer edition engineering 4th organization computer interfaces toolkit
future learning design 2018,journal of christian nursing,journal,journal christian nursing
future learning design 2018,medical teacher,journal,medical teacher study education periodical teaching medicine
future learning design 2018,understanding by design,book,state curriculum understand design united base comprehension assessment
future learning design 2018,economics of education review,journal,serial economics review education periodical aspect economic
future learning design 2018,reflections on reflective practice,article,reflective reflection behavioral humanity social science art practice
future learning design 2018,bmj british medical journal,journal,british journal medical bmj great periodical britain medicine
future learning design 2018,curriculum development and design,book,curriculum design plan development australia
future learning design 2018,using journal writing to enhance reflective practice,article,journal reflective enhance use write practice
future learning design 2018,changing higher education the development of learning and teaching,book,high teach change great education adult development britain college learn
future learning design 2018,excellence in university assessment learning from award winning teaching,book,educational teach evaluation award test rating excellence student teaching college learn measurement win university assessment
future learning design 2018,key concepts for understanding curriculum,book,educational curriculum understand test key plan education concept measurement
future learning design 2018,small teaching everyday lessons from the science of learning,book,everyday teach thought study think science small lesson learn cognitive lehren learning
future learning design 2018,the digital degree the economist,article,service analysis degree economist education online technology application student digital
